App_Name,Remarks,Sentiment,Label,Score,Date_of_Remark
Teen Patti Gold -3 Patti Rummy,I love to play this game but Everybody cheat in this game.you need to Fix this issue. I dont now what happen to my account when i play there is something comming like Small box plz help me.And its so amazing game ð,NEGATIVE,1,0.979201853,25-Apr-24
Teen Patti Gold -3 Patti Rummy,This game is just a trash  don't waste ur time & money in this app. There are so many cheaters in high stakes  almost in every table. I have reported so many times but still no action has been taken so far. This app is good for cheaters only. I'm going to uninstall this app.,NEGATIVE,1,0.994112194,30-Mar-24
Teen Patti Gold -3 Patti Rummy,What kind of app is this??my chips was confiscated without any reason.I watch many ads to double my bonus and in the end all my chips was gone.you told us to watch Ads to change the Lucky card and I keep watching Ads and luckily I got a 5 trail and double my bonus after watching ADS again..and now all my chips was confiscated saying I violate policy of the game?I want my chips back.,NEGATIVE,1,0.999422789,24-Mar-24
Teen Patti Gold -3 Patti Rummy,Its good but we don't get that extra bonus after watching ads. Its just a waste of time watching ads for double chips bonus if we don't get that.,NEGATIVE,1,0.999231219,24-Mar-24
Teen Patti Gold -3 Patti Rummy,It's just trap to view ads  I played around 32 rounds and I only won 3 in highcards I used to claim money by watching ads and they keep making me loose my money ,NEGATIVE,1,0.998968601,17-Apr-24
Teen Patti Gold -3 Patti Rummy,Friends please don't download this game this is full of adds really when you are playing game and want to go back you can't go back without watching the add they're charging extra data with adds please search another game to play and download but not this game. Bogus game is this don't download don't download don't download it friends I'm saying truth if you download it your data and Mony should be waste waste and waste waste of time,NEGATIVE,1,0.999162197,5-Apr-24
Teen Patti Gold -3 Patti Rummy,You have given many updates to the game. Now you need to update the table base of the game. Because you have given many updates to the game but you have not updated the table base. So the table base service has become slow. Now you need to update the table base. Updates will improve the game.,NEGATIVE,1,0.963578701,6-Apr-24
Teen Patti Gold -3 Patti Rummy,Stupid game. Option to watch video has gone up plus you need more hands to complete the day/week task. Again texting is limited. I'm uninstalling this hopeless app.,NEGATIVE,1,0.999652147,5-Apr-24
Teen Patti Gold -3 Patti Rummy,Why is my account connected to 2 phn numbers?? I can't log in to my other account. Whenever I try to log in to my old account it only logs in to the same new account that I hv created recently.. plus my new account got confiscated without any reason,NEGATIVE,1,0.999634981,3-Apr-24
Teen Patti Gold -3 Patti Rummy,I think you all are fraud .. i use this account since 7.or 8 years but ...u all are fake .when user won big amount then you block the id .. they cant  play and make another id start with zero ... i think this is my fault that i instal this game and play ..,NEGATIVE,1,0.999687433,10-Apr-24
Teen Patti Gold -3 Patti Rummy,My statement about the Teen Patti game would depend on the context or specific aspect you're referring to. Teen Patti is a popular card game  especially in South Asia  known for its similarities to the English game of Three Card Brag. Here are a few possible statements: Popularity:  Teen Patti is a widely enjoyed card game  particularly in India  where it has become a cultural phenomenon  often played during festivals and social gatherings.,POSITIVE,0,0.999319553,3-Mar-24
Teen Patti Gold -3 Patti Rummy,It's asking for Gmail Id and password  can be misused  pls stop asking thes credentials  if players is seeking to play as guest only.,NEGATIVE,1,0.998183906,16-Apr-24
Teen Patti Gold -3 Patti Rummy,If this app was to be rated as - I would have given it a 5- rating because when it came with the task of 3 Patti Gold for 1.2 crore chips  I played it for 3-4 days straight and completed the task and it gave me only 12. Lakh Chips This is not the first time it has happened to me many times before and I have the screen shot,NEGATIVE,1,0.997480452,28-Mar-24
Teen Patti Gold -3 Patti Rummy,It's really a great tin patti game but sometimes it lags automatically when playing . This bugs has faced from last week so please fixes this bugs to make the game more Effective Thank u ð,NEGATIVE,1,0.993928432,24-Mar-24
Teen Patti Gold -3 Patti Rummy,I am playing this game from years now and there was a option off gulluck to turn it off in the setting section but i accidently uninstall the app and installed it now but there is no option of tunrning gulluck off we dont need gulluck please update the setting section. Hope it will be done on short notice.,NEGATIVE,1,0.996308208,7-Feb-24
Teen Patti Gold -3 Patti Rummy,Teen patti game is so popular but this game is now very worst system. When anyone win a board but board give win back to back win many times one person. This is not fair. So my rating is just 1 star.please fix the bug.,NEGATIVE,1,0.999760091,25-Feb-24
Teen Patti Gold -3 Patti Rummy,Earlier it was fine but now I could not win even once in 12 times. I think you are deliberately losing  is this why the video is not doing the task? Update this game of yours otherwise I will uninstall it.,NEGATIVE,1,0.999612153,28-Mar-24
Teen Patti Gold -3 Patti Rummy,Hello team I have met an upset incident and worst experience I am long run player since long time spending alot time by Playing on app even many time purchase also made suddenly my Id got block with no reason given to me so pathetic behaviour of team not giving any solution to fix straight saying that no way out only to open new account this is so upset help me out,NEGATIVE,1,0.999513626,30-Mar-24
Teen Patti Gold -3 Patti Rummy,Automatically making me out from the table. When have higher card. Just saying I missed my chance. so i lose.. Is this the way teen patti table works? This is happening again and again. Time to uninstall.,NEGATIVE,1,0.999538302,5-Mar-24
Teen Patti Gold -3 Patti Rummy,Please fix the issue why the lucky card coins gain after watching ads will be removed automatically after few minutes or playing game or off the game Fix this issue thank you Today I won 24 Lack and then watching double add but after few minutes double coin will be removed and ads coin also removed automatically Thank you,NEGATIVE,1,0.995319903,15-Mar-24
Teen Patti Gold -3 Patti Rummy,Sir I face a Facebook login problem. When I click on Facebook login it appears me on a Facebook page but when I click on my account it moves back me to game and nothing happen. Please help ð­. I am regular player.,NEGATIVE,1,0.995329976,29-Mar-24
Teen Patti Gold -3 Patti Rummy,The reason for bad ratting is 1. This game does not allow you to choos the bet where as game deside based on the amount you have. 2. While playing the game if you run out of money this game does not allow you to choos the amoutnt for recharge where as you need to recharge as per the bag amount if game. 3. You can not withdraw the amount that is recharged by you where as you can only withdraw the amount which you have won during the play. 4. You can only withdraw the amount fixed by game 5 times,NEGATIVE,1,0.996346176,18-Mar-24
Teen Patti Gold -3 Patti Rummy,Not interested for the new update. Failed to join friends table. You will lost many players if it didn't solve this issue. Sorry for the uninstalled,NEGATIVE,1,0.999808967,14-Feb-24
Teen Patti Gold -3 Patti Rummy,Special time pass and it is very good game Yes  one more thing  they commit foul play on the pond again and again.,POSITIVE,0,0.998457074,23-Apr-24
Teen Patti Gold -3 Patti Rummy,This game is very amazing. I have been opening this game for the last eight or nine years.Just don't have the skimming in this game and I don't mind I love this game,POSITIVE,0,0.999679446,17-Apr-24
Teen Patti Gold -3 Patti Rummy,I am rating only this because of app goes hanged in the middle of the game suddenly and showing so much unwanted popups when you are doing something like transaction while buying coins.As i have been playing this game app from long time but now a days i am facing app issues and bugs related problems. Didn't expected this.,NEGATIVE,1,0.999199212,25-Feb-24
Teen Patti Gold -3 Patti Rummy,Something is wrong with the card winning system..... Higher pair lost to lower pair and Flush lost to Pair.... Please look into issue,NEGATIVE,1,0.999203026,18-Apr-24
Teen Patti Gold -3 Patti Rummy,If you want to go bald...you will be tearing your hair out while playing this ridiculous rigged game.. go on. Designed to make you watch ads and purchase chips. PLAY AT YOUR OWN PERIL.,NEGATIVE,1,0.998971581,16-Mar-24
Teen Patti Gold -3 Patti Rummy,It is only play recorded turn  every time I got card if it is same I was fail last timeà¥¤ I will be fail every time It's a setup  so I'm uninstall it,NEGATIVE,1,0.998899579,28-Mar-24
Teen Patti Gold -3 Patti Rummy,Issues and I have not received the refund from amazon ð ð it was not credited in our PayPal account so I shjjuduux have the same to credit it back so we don't have any of them in our account so please can we get them back ASAP as we are now having the following to complete and return to us with our full details and details ð ð to be made ð by our website and our services will not be liable in this ð or otherwise any other property ð in this ð ð ð and its rights ð by a large ð ð ð,NEGATIVE,1,0.999150276,14-Apr-24
Teen Patti Gold -3 Patti Rummy,Worst app. Even after watching ads not getting the reward. Also i noticed some glitches like card won't discard and you'll lose all 80 points,NEGATIVE,1,0.999657869,20-Mar-24
Teen Patti Gold -3 Patti Rummy,Very worst game don't play if you're going to play you will get blood pressure. I was played more then 8 years. Very Very worsted don't play this game.,NEGATIVE,1,0.999774158,10-Apr-24
Teen Patti Gold -3 Patti Rummy,Very interesting  I used to love this game  but now it's very boring  now able to win  they don't allow to win.,NEGATIVE,1,0.992454767,23-Apr-24
Teen Patti Gold -3 Patti Rummy,Worst experience ever once you start purchasing for small amount the game codes will not allow you to win  every time you will only lose chips and after loosing the only way is there to get chips to see advertisements or by purchasing  completely fake game  I am gonna tell my every single friend to Uninstall the game  just because developers are cheating to earn  by playing with algorithms.,NEGATIVE,1,0.999801815,4-Dec-23
Teen Patti Gold -3 Patti Rummy,Ridiculously Shittiest 3patti game to play online.. The developers would do anything to make you buy chips and the odds are highly unrealistic.. Do not download under any circumstances.,NEGATIVE,1,0.999687672,17-Feb-24
Teen Patti Gold -3 Patti Rummy,Worst card dealing phenomenal. I had Appx 11 Cr chips. I kept dropping  loosing  dropping the game and landed at 9 lck only. Third class.,NEGATIVE,1,0.999714196,18-Mar-24
Teen Patti Gold -3 Patti Rummy,Such a foolish App. Im oldest user of this app but this app always disheartening. Whenever i received bonus this app. Took it back in next few games. People always play with in pairs whenever i report nothing will be happen . Whenever i purchase chips after purchase no game will be u won . Waht Rubbish is this .. Now i boycott this game .,NEGATIVE,1,0.999594748,1-Apr-24
Teen Patti Gold -3 Patti Rummy,User friendly application and loved the User Interface. Rewards are superb. Flexible Reliable Lovable ð¤©,POSITIVE,0,0.999741971,5-Mar-24
Teen Patti Gold -3 Patti Rummy,Once you start purchasing chips they will not let you win and you loose all your chips within half and hour they will make you purchase chips again nd again if you are addicted to the game.,NEGATIVE,1,0.992375433,19-Apr-24
Teen Patti Gold -3 Patti Rummy,How can the server not work for 2 days straight? I've uninstalled and re installed like 5 times  no response!,NEGATIVE,1,0.998803854,10-Apr-24
Teen Patti Gold -3 Patti Rummy,Totally waste of time. Full of bots sent by game algorithm. If not bot then we'll gets many players transferring chips in the game. And moonfrog team is ducking. Just wasting money and time playing this game. If the game team doesn't improve this ducking behaviour then no one will play this game. I can't believe that it's only for making profits. If there was 0 I've definitely rated it 0.,NEGATIVE,1,0.999800622,10-Feb-24
Teen Patti Gold -3 Patti Rummy,very very worst   many time i purchased packs and also play regularly but when i achieve big amount on TPG challenge they always give half or very less amout its example,NEGATIVE,1,0.998010933,7-Apr-24
Teen Patti Gold -3 Patti Rummy,The duration of the ads in the game should not be more than 20 to 30 seconds  and especially the ad of the royal match game is of two to three minutes duration  so please close the ad of the royal match game  thank you.,NEGATIVE,1,0.990185499,28-Feb-24
Teen Patti Gold -3 Patti Rummy,I won a few times but only got one withdrawal back  the rest has not come. When you try to contact them  you get a standard answer. It's been now more than a week and I don't think I'm going to get my money which I have won. So please be aware this is not a good place to play...it is a fraud site,NEGATIVE,1,0.999755085,6-Mar-24
Teen Patti Gold -3 Patti Rummy,The ads that give us free chips automatically subscribe to jazz packages. I have not allowed any permission to this app but still they somehow request OTP and get use it to subscribe to package. This just makes it the worst app that uses your money without your consent.,NEGATIVE,1,0.999808609,11-Jan-24
Teen Patti Gold -3 Patti Rummy,after update its crashed from last 3 4 days i m trying to play but whenever i tried to open the app its stucks my mobile,NEGATIVE,1,0.995985568,10-Apr-24
Teen Patti Gold -3 Patti Rummy,Many times the game freezes and then restarting it won't run,NEGATIVE,1,0.989648938,28-Apr-24
Teen Patti Gold -3 Patti Rummy,I am from pakistan but the app shows my coins in millions after download new update but i like to see my coins in lakhs and crs and i never use any VPN apart from this the app shows pkr in cion buying section please fix it,NEGATIVE,1,0.991517305,17-Apr-24
Teen Patti Gold -3 Patti Rummy,Now this update is worst TPG  You cannot improve the chat system  No hate vulgar/filthy words allow in chat  But you change the table join system to get money  forcefully making people to take gold pass. day by day your app getting worst. Only gold pass can join friends table this update is ridiculous Change this update to previous one  Or soon you're going to loose your rank People will start uninstall this app whoever think this is wrong  i will do for sure if you don't change this update,NEGATIVE,1,0.999718249,18-Apr-24
Teen Patti Gold -3 Patti Rummy,Is nice game but when i have enough chips that time i loose so many times...is like company Don't want to see me to win.,NEGATIVE,1,0.996439159,20-Apr-24
Teen Patti Gold -3 Patti Rummy,Plz do something  I am not able to watch ads so I can't collect rewards,NEGATIVE,1,0.99885869,21-Apr-24
Teen Patti Gold -3 Patti Rummy,I can't see my friends online.we even tried play with friends option.there even if we enter correct code.we're matching up with unknown players.fix please,NEGATIVE,1,0.992202759,15-Mar-24
Teen Patti Gold -3 Patti Rummy,This game is for people who buy gold..not for us..I play this game and win more than 2 crores and next day my id gets blocked. How ??? Now i gonna review from my friends phone just 1 star...ð  poor game management,NEGATIVE,1,0.99955231,23-Mar-24
Teen Patti Gold -3 Patti Rummy,A game with no gain...It's just a waste of time .. irritating game..bye I going to unstall this hopeless game.,NEGATIVE,1,0.999750912,7-Apr-24
Teen Patti Gold -3 Patti Rummy,I leave playing this game because of Poker modeð¡.Poker mode need improve.many times single Ace win triple card double queen card wins small double pair single king card wins straight.....so many fault,NEGATIVE,1,0.993499398,2-Apr-24
Teen Patti Gold -3 Patti Rummy,It's fun to play bt one thing i dislike the most is there's too many ads which is worthless,NEGATIVE,1,0.998725355,22-Apr-24
Teen Patti Gold -3 Patti Rummy,Seriously new rule can't even play with friends...Need to buy VIP... better leave this fake game always about money..This app is also a gold digger,NEGATIVE,1,0.997135282,16-Feb-24
Teen Patti Gold -3 Patti Rummy,Teen Patti Gold delivers a captivating and authentic card game experience with its sleek interface diverse game modes and vibrant community  making it a must -have for fans of Indian poker.,POSITIVE,0,0.999875546,21-Mar-24
Teen Patti Gold -3 Patti Rummy,Teen patti game it is a very good game many people like it and many people play it  many users  I am a user saying that this game has many rules  so many rules  it is not possible for people to play it  if you make a small mistake  the ID jail ID device locket will do this way. what was my crime my id maybe my i bought pas karor chips from online and played 500 i lost 264 crores tip on my id i played with friends i didn't play with him why are i need teen patti service center number,POSITIVE,0,0.966382205,18-Jan-24
Teen Patti Gold -3 Patti Rummy,Its Very Very Cheap Game Totally Game Is Fixed Plz Dnt Play Any one. Total Game is fixed. I made a Blood Pressure Patient only due to this Game. Now i am deleting this Game & hate this Game Forever forever.,NEGATIVE,1,0.999585092,12-Mar-24
Teen Patti Gold -3 Patti Rummy,Poor  however u try to protect ur chips  u couldnât. They set the code that way. U will never won at last. Worst Game.,NEGATIVE,1,0.999708116,7-Feb-24
Teen Patti Gold -3 Patti Rummy,I lose chips at Rummy. I come back to the lobby  am asked to view ads to get my chips back. I watch all the ads and don't get the chips back. Someone look into it.,NEGATIVE,1,0.998289645,6-Feb-24
Teen Patti Gold -3 Patti Rummy,Worst only ads are given i cannot get good card always need to drop so very much worst game If im able to give - rating i will give - 5,NEGATIVE,1,0.999784529,1-Mar-24
Teen Patti Gold -3 Patti Rummy,I am not able to log in through my guest account after the latest update. It says my account is banned for 365 days and all my chips confiscated. Why?,NEGATIVE,1,0.999665618,24-Mar-24
Teen Patti Gold -3 Patti Rummy,Worst game I ever played Useless app when it's going to be a game the card u need it will not get not only one time in every game u ply it's happen useless app,NEGATIVE,1,0.999779522,12-Mar-24
Teen Patti Gold -3 Patti Rummy,Worst game max directly one getting Rummy without any round and every person is loosing 80 points. It's happened to me many times out of 10 games more than 5 games are like that only. I have played othe rummy games also some times there also it's happened but 20 points will be taken.,NEGATIVE,1,0.99707979,17-Jan-24
Teen Patti Gold -3 Patti Rummy,Nothing speacial in this game... I never won with high cards  we can only achieve coins by watching ads... Go to hell makers  Worst game ever... I will never re-install this app... You have underestimated the chauhanms ID  you will search it but I will not come again... Akkkkkk ttttthhhhhuuuuð¤¤ð¤¤ð¤¤,NEGATIVE,1,0.999225378,4-Mar-24
Teen Patti Gold -3 Patti Rummy,Im giving 1 star rating because once u start getting bad cards until u loss all ur money u will get bad cards. Such a frastruating game... Even the ads too irritating when u move out of the table.... Poop up unskipable ads..,NEGATIVE,1,0.998791993,5-Mar-24
Teen Patti Gold -3 Patti Rummy,Totally worst game playing since a long time but never seen such a worst n scammer thing before if you win 8lakhs chips the will charge u 1 12 000 chips as 4% comission fees for playing and if you don't want that to happen you will have to pay then 499rs-599rs for every month for so called VIP pass to play free their are other teen patti games also but they don't fool players in this way buy charging unnecessary comission fees hatethis game and won't recommend this game in future to any one...,NEGATIVE,1,0.996637821,2-Feb-24
Teen Patti Gold -3 Patti Rummy,What a third class game.. Every time blocked me for no reason.. I couldn't understand the reason of blocking. Can anyone confirm the reason? The message occurred that I found cheating..,NEGATIVE,1,0.999750555,31-Jan-24
Teen Patti Gold -3 Patti Rummy,Good game for me and my family have been able to get a little bit better with a little more and i think we should be complete with a lot quicker responses were collected by,POSITIVE,0,0.993771017,19-Feb-24
Teen Patti Gold -3 Patti Rummy,This is a very bad game ð¡ i was playing a match and i got automatically kicked out don't know how. that was unaccepted!,NEGATIVE,1,0.999797642,7-Feb-24
Teen Patti Gold -3 Patti Rummy,Very good game. Ads can be watched only when needed.,POSITIVE,0,0.999563515,26-Apr-24
Teen Patti Gold -3 Patti Rummy,Hello moonfrog. Teen patti Gold is very nice game.please change my chips into rupees or lacs i don't know about millions. Its my humble request please change.,POSITIVE,0,0.997819304,5-Apr-24
Teen Patti Gold -3 Patti Rummy,In all board there was multi account looting all of our coin. This game security system is trash.,NEGATIVE,1,0.999791563,7-Apr-24
Teen Patti Gold -3 Patti Rummy,Don't buy chips if we do so then we will loose every game  bcoz we need chips to play and we do top-up.,POSITIVE,0,0.981845856,7-Apr-24
Teen Patti Gold -3 Patti Rummy,Please change the style of this game. Very irritating ð¡,NEGATIVE,1,0.999036908,13-Apr-24
Teen Patti Gold -3 Patti Rummy,Good time pass   it's depend for a luck. Some time I played with money but not get a habit. I trying my review in English if any mistakes pls. Ignore it.,NEGATIVE,1,0.998846769,28-Mar-24
Teen Patti Gold -3 Patti Rummy,Can I transfer the winning amount to my bank account? Withdraw option is not visible. This means this is a completely fake app. ð¿ð¿ð¡ð¡ð¯ð¯ð¯,NEGATIVE,1,0.999671102,22-Mar-24
Teen Patti Gold -3 Patti Rummy,It's a scam game. I was playing very good from three months. Sometimes loosing sometimes wining. But what happened when I won some good amount of chips. The algorithem of the game changed. I started loosing continuesly. After getting good cards in teen patti. Every time I got good cards the oppenent always having bigger. I thought it's just a luck. When I loose more then 100 games and 80+ lac chips I realized something wrong with the game. Game ai influence me to buy the chips or go watch adds.,NEGATIVE,1,0.98368454,16-Apr-24
Teen Patti Gold -3 Patti Rummy,Best platform to play the game u can feel reality not virtual. I love to play in most of my free time,POSITIVE,0,0.999002993,1-Mar-24
Teen Patti Gold -3 Patti Rummy,Forcing to buy more chips or watch videos by making loose all chips even after purchasing  also no option to bet on own choice or no custom bets,NEGATIVE,1,0.99952805,29-Mar-24
Teen Patti Gold -3 Patti Rummy,This is a good game. The directors are very good. I have never played such a game in my life. Very very good.its a life,POSITIVE,0,0.99987638,8-Mar-24
Teen Patti Gold -3 Patti Rummy,I was happy that Blackjack was added but the dealer hands are too unrealistic. Players stand on 17 or 18 but the dealer keeps getting 19 and 20s. Minimum Busts.,NEGATIVE,1,0.997082889,5-Mar-24
Teen Patti Gold -3 Patti Rummy,This app is forcing me to sign up my email id  since I'm playing as a guest  I don't want to add my email Id...,NEGATIVE,1,0.999286473,30-Mar-24
Teen Patti Gold -3 Patti Rummy,Good experience but some time ander bahir game is very tuff time today so incredible loss every hand loss,NEGATIVE,1,0.991054714,10-Feb-24
Teen Patti Gold -3 Patti Rummy,This game is sucks teenpatti on guluck permanent he not off in setting if i win the game it lose coins suck this game off the in guluck setting,NEGATIVE,1,0.998379469,26-Feb-24
Teen Patti Gold -3 Patti Rummy,Watch ads is not working now a days i need help i have send mail also not replay to me ... 9.10 days became plz i need help,NEGATIVE,1,0.999479115,27-Feb-24
Teen Patti Gold -3 Patti Rummy,All the player uses bot. U can never win once u reach higher level.,NEGATIVE,1,0.99874121,25-Mar-24
Teen Patti Gold -3 Patti Rummy,Unable to play because it is not loading is there is a issue? I tried to install again still not working game is not initialazing,NEGATIVE,1,0.998515785,24-Feb-24
Roblox,Although this game is fun to play with others  and the updates have been fun for a good amount of time the game glitches most of the time I play  despite changing the devices/wifi I'd play on the problem wasnt ultimately solved  as you get older it is definitely harder to find games to enjoy  the controls have been more faulty recently  you cant move the screen or jump while running or walking. With all these factors to consider  roblox overall has held up but needs to work out a few kinks.,NEGATIVE,1,0.998779833,28-Apr-24
Roblox,My kids been playing it for a while. Would give u a full rating if not for the payment problem I'm having right now. This purchase was not completed is so annoying. Already tried all sorts of thing but the problem still persists! Cleared the data and cache  add and removed my card  uninstall and re-install  still  I can't buy any robux. Do help.,NEGATIVE,1,0.99529475,28-Apr-24
Roblox,I get kicked out every 30 seconds. I've reinstalled  updated  everything  and it's always kicking me out. It's getting a little ridiculous to the point I don't even want to play anymore. New setup is horrible. You have to scroll all the way down to get to games you usually play. I don't want your recommendation or your  picks  for me. I want to play what I like  no need for all the extra. But seriously the kicking you out every 30 seconds is unreal.,NEGATIVE,1,0.999105871,28-Apr-24
Roblox,Well it's still great I guess. there some bugs that I get everytime. And most of the time  when it updates and I updated it  I can't get into the game and stuck in the loading screen no matter what my internet connection's quality is  I had to reinstall the game and I can play it again like nothing happened. I've tried to play something else when It's stuck in loading screen  and It worked  my internet is fine. But I always had to uninstall and reinstall it instead of update.,NEGATIVE,1,0.984196365,12-Apr-24
Roblox,This game is WONDERFUL! After years of using it  it improved! And my friends are also amazed of what this game has. But my only problem are the controller or also called joysticks. My phone is on the game-booster mode  and the joystick is keeping the angle messed up. When I walk  it does not only keeping my controller messed up but my angle is messed up to. I keep switching  my dynamic controller  reseting my character but it does not work or fully function. I hope Roblox will fix this problem.,NEGATIVE,1,0.998119771,23-Apr-24
Roblox,AMAZING GAME!! So many ways to customize your avatar  you can make lifelong friends  and even play with loved ones! One minor issue is that it's crashing my computer sometimes. That however is on me for having a horrible quality computer. ð If you have a low quality device  turn your graphics down when it starts to freeze up before its too late! You can meet up with friends and talk in voice  or in the public chat! Overall  this is a 9.9/10 game for me! Just crashes my game sometimes. XD,NEGATIVE,1,0.995644689,21-Apr-24
Roblox,This game engine has a lot of games  almost like a library to choose from. But there are minor issues that rarely occur  like sometimes the camera bugs out  and the player cannot rotate or move it to look around. Second  sometimes the ping is way too high  even though I have a stable and powerful wifi connection. And lastly  some games tend to crash in the middle of playing or they are unoptimised. Overall  9/10,NEGATIVE,1,0.999233365,16-Apr-24
Roblox,Game is good you can play any games or even make your own! But i have one BIG issue with this... I keep getting error 268 even though i have no hacks  i tried to reinstall but i still get the error code. I also tried restarting my wifi router cuz i thought it was because my wifi was slow but still NO change pls fix this. But overall pretty ok gameð.,POSITIVE,0,0.988713622,28-Apr-24
Roblox,Hey! Just to let you know the app itself is 5 definitely but there's 1 bug that annoys me the most  The bug is when you move with your joystick  your camera seems to do the same where the joystick is pointing. I can't really explain it since I'm not rlly sure how to but  my recommendation to this game is to add like a control settings like where you pick the size or the location of the joystick. That all thx.â¤ï¸,NEGATIVE,1,0.9831025,14-Apr-24
Roblox,I love this game. However I have been kicked out of multiple accounts and lost severe progress on some of the in app games. When I go to log in  it says my password is incorrect and doesn't let me reset my password so I can log into my account. If this problem is fixed I would definitely give the app 5 stars but since I'm on my 3rd or 4th account now I can't until this problem is either fixed or a way to have multiple accounts to play on without having to sign out of one to get into another,NEGATIVE,1,0.995002449,15-Apr-24
Roblox,The game itself is a top 10 - 20 game all time  but  unless you own a high end phone dont download it  it takes minutes just for a keyboard to come up in game  minutes to join a game  crashes constantly  gives me VC warnings for saying something that could maybe be mistaken for a bad word  even when I have my mic off. I don't recommend you get this  especially if you have a laptop newer than 2018  or a ps4/5 or Xbox One/X/S. Just get it on there.,NEGATIVE,1,0.996692657,28-Apr-24
Roblox,A fast and easy way for children to be mentally focused in new subjects and objectives. This game is quite nice for children that are in the growing stage. This game made my childhood and has carried amongst many memories from the past couple of decades. Graphics have been quite fascinating and I love it. Looking for the further bug fixes and updates wish I had friend I could play Roblox again with.,POSITIVE,0,0.999739468,19-Apr-24
Roblox,Roblox is amazing!!!!It has so many different types of games! It also has the games which show in ads. I love this but the only problem is that sometimes the screen like zooms in or out when I touch it but I found a solution how to overcome.We can go to setting and change the camera mode and the problem will be gone.And also there is this problem when it automatically keeps jumping and to stop it just press the top most left hand side corner button and then close it and the problem will be done,NEGATIVE,1,0.985856295,24-Apr-24
Roblox,Amazing game. I've been playing roblox for 4 years now  and it sure was a hit. The game is really good and there isn't a lot of lag but there's an issue some times when I go into the game and zoom in or out some times  I can't control myself anymore. And no I am not a PC user so I can't move with WASD. So roblox corporation  please fix this issue. Overall 10/10 Amazing game.,POSITIVE,0,0.999539256,26-Apr-24
Roblox,Now Roblox isn't necessarily a game it self  it a platform to build games which I really like about it. It's not just the same thing over and over again  It's a choose what you want and you get it  but it's not five stars because it's pretty laggy on mobile and micro transactions are a important part which bugs me  but it kinda needs some way to get money that's fare.,NEGATIVE,1,0.996970296,29-Apr-24
Roblox,Roblox is a great game but their are some problems that come with huge games that make millions of dollars every year. For example  on Mobile when you're playing a game and someone send you a friend request it use to be at the bottom of the jump button but they changed it. Instead  it takes up the whole screen. When playing games it can be difficult to play. Another problem I have is how small the jump button is. I know sone of you IOS and mobile players agree. But anyway there are a few more.,NEGATIVE,1,0.990114212,24-Apr-24
Roblox,The game is good  there's so many things you can pick to play. The avatar is amazing  you can dress it up to your liking. The game is also smooth  depends on what type of gadgets you're using. But there's one problem that I've been dealing with and that is the bug. I can't click anything in some games. For example  you joined a server and It asks you to click something to pick it up but for some reason  it won't click at all. I re downloaded the game and It just keeps happening. Please fix this,POSITIVE,0,0.89918226,21-Apr-24
Roblox,Great app and super fun and can keep you entertained for hours only small problem is as soon as you get a slight drop in WiFi the game starts lagging like crazy and will freeze. Also  a notice for people with chromebooks  don't get it for chromebook as it never works no matter your WiFi and will kick you out of a game after a while. I used to be able to play for hours on chromebook but since recent updates  the game seems to have gotten worse. Definitely a no go for chromebook users.,NEGATIVE,1,0.988965273,5-Apr-24
Roblox,It's a very nice game! However on mobile it bugs a lot like the sky giltches sometimes and it randomly zooms in the camera not letting us move it only of we leave  I also can't move sometimes or jump and sometimes a game even like Brookhaven giltches a lot with colorful static around the ground and sky to the point I can't see anything but colorful things  also there's a big problem with the report system  my friend said hi and got banned even though she didn't do anything!. PLEASE FIX THIS!!,NEGATIVE,1,0.982383728,12-Apr-24
Roblox,This game is great and all but you need to make a way to get free robux. Some people don't have a chance to get free robux or they don't have enough money to buy it. I also would like an animation update because avatars move weirdly. Also  I also play on VR and have noticed some bugs with gameplay. I would also enjoy more skin colors because I cannot find a skin color that looks like mine. Overall  you have a great game. But I would like to see some changes.,POSITIVE,0,0.993255854,20-Apr-24
Roblox,The game is just a fun game with tons of other fun games in it  I like the feature that each game has a different topic though I see no problems and the best part is no ads unless you click on a game's ad it is the most best part cause usually many games have ads in it. (Edit) I may fall when playing tower of hell so should be jump move button though I can't move character or screen sometimes due to bugs,POSITIVE,0,0.993187308,23-Apr-24
Roblox,This game is so good love the idea of it how its an app full of games! But there are some bugs: 1 when I try and type something in the chat it sometimes turn into  ### . 2 If ur on mobile there might be a bug where the screen freezes sometimes  or When I try to move the screen it zooms in. thats it for me I recommend u to install its so fun!,POSITIVE,0,0.996188819,23-Apr-24
Roblox,I love the game! But there's one small but terrible problem most of the mobile device users encounter. It's when for example you're playing a game with a joystick similar to bloxfruit's  the joystick would randomly move on its own. And I hate it. Especially when I'm on an important stuffs such as doing  PVP 's  it hella stresses me everytime! Please fix this. But I'll still give 5 stars because this is my hobby,NEGATIVE,1,0.991538942,16-Apr-24
Roblox,Love the game. But for some reason  when i try to join an experience/ game/ server it kicks me out with the error message  Kicked due to unexpected client behavior  EVEN THOUGH i did nothing. usually when i turn on a vpn the error gets fixed almost immediatley but now  when i turn it on it just logs me out of my account COMPLETELY. and does not let me log in even after waiting half an hour. plus  it crashes SO MANY TIMES. please fix this bug so i and maybe other people can play.,NEGATIVE,1,0.997726142,18-Apr-24
