App_Name,Remarks,Sentiment,Score,Date_of_Remark,word_counts,char_counts,avg_wordlength,stopwords_counts
SimCity BuildIt,"this game has a lot of depth, yet is easy to start & very enjoyable. you may choose to watch ads & earn prizes, but you don't have to, & the ads are of reasonable length. i have not participated in in-game purchases & do not feel disadvantaged by this. it is easy to spend too much time. i really the new cargo ship upgrade. i am still confused by mass transit (trains). one big problem i have is that i cannot transfer my city to my new phone. the app transfered, but my city did not.",LABEL_1,0.366150111,15-Jun-24,113,485,3.442477876,49
SimCity BuildIt,"the development team has completely messed the game up by restructuring ships and making it so easy to get mountain items. this has resulted in nothing being available in global market except mountain expansion items. also, only being permitted to make one train station active at a time limits the game significantly. been playing for years and have never been as disappointed in game play as i am now. hope someone actually reads and takes to heart recent changes that have flopped.",LABEL_0,0.866661549,14-Jun-24,88,484,4.579545455,35
SimCity BuildIt,"in june '24 they just introduced random ad's and it's ruining the game for me so i'm going from 5star to 3. previously, the ad's were all optional depending on how fast you want items produced etc. anyway, the game is pretty intricate & fun, and i've never spent real money on it, though some people do. can play some of it offline. other aspects require being online.",LABEL_1,0.391677856,6-Jun-24,82,368,3.670731707,32
SimCity BuildIt,"plenty of time spent on this game!! you can definitely consider this pay to play since real money helps, but with that said, real money is not needed to progress. there are no what you might call ""paywalls"" that only people with money can obtain/achieve. if you are willing to put the time in and grind, you will never feel pressured to spend a penny!! i feel this is a very great game for free if you so choose! however support the developers if you can obviously!! thanks! hope this helps!! ??",LABEL_2,0.964267194,9-Jul-24,110,495,3.690909091,47
SimCity BuildIt,"i'm hooked. the graphics are very realistic, and the game interfaces a lot of fun. 3.5 stars instead of 4 because : 1.we all need another factory in order to have enough materials to make items for the new stores. especially for sugar and spices, which are in short supply in the global market. 2. grant us 10 extra permanent storage because we have 10+ additional items to keep in stock. 3. please don't require us to purchase train items in order to update houses in the design challenge.",LABEL_2,0.825434208,13-Jun-24,101,490,3.98019802,35
SimCity BuildIt,"i played this game 5 years ago. i really enjoyed the game play. after many years later, i installed it again... not so enjoyable this time, too many adds, too many $$$ wanted to do simple game play. what drives me crazy is when i'm evolved in questing and an add pops up breaking the momentum, or after a purchase with add latency, causing me to lose the item in guesting. i don't like to be forced into gameplay. that's what's happening when they add war quests in the mayor's game, no more war!!!!!",LABEL_0,0.814070582,1-Jun-24,118,500,3.449152542,46
SimCity BuildIt,"haven't been able to play the new season as the game keeps crashing! how do you ""fix"" it when you've never saved progress thru either fb or google play? i've tried this in the past but seriously do not want to start over with a tutorial city and wait for you to superimpose my old city on it. it takes too long and is frustrating since there's no reliable way to contact support when not logged into the game. how to fix this? love the game. hate tech support. help!!",LABEL_0,0.887011409,29-May-24,105,467,3.619047619,46
SimCity BuildIt,"love this game. i've played it since the first one came out way too many years ago. but, it'd be great if we could apply construction materials to a build as we get them, instead of when we have them all ready. it gets chaotic trying to keep it all in your head, add into that what ingredients you need, the cargo ship, etc... not even taking into account multiple cities and what you're trying to sell. is that thought even possible?",LABEL_2,0.546640933,1-Jun-24,96,434,3.677083333,41
SimCity BuildIt,"is there a goal to this, or is it just spend money to build until you find a new game? the train, toy shop, sport shop, and city album seem very time wasting so i will avoid. i will give this some time to decide if i want to go on as the graphics are amazing for a phone game. this might be fun to just make a pretty city, as the game play is boringly slow and greedy.",LABEL_2,0.438251734,3-Jun-24,88,368,3.295454545,42
SimCity BuildIt,"i still enjoy the game, and play regularly. i would love to see the design challenges actually require designing. i hate voting when i have to decide between 2 entries that are nothing more than a building or two with nothing at all to conform to the specified theme. start requiring the design elements, or change the voting to a point scale, 1 to 5, for each presented entry. it takes no effort at all to compete and be rewarded.",LABEL_2,0.440497816,12-Mar-24,89,431,3.95505618,39
SimCity BuildIt,"march 2024. i'm just now finally playing this. the helmet icons to let me know an upgrade is available, should be smaller. i end up tapping on one when trying to tap on a different one. and if we could zoom in a little more, that would help prevent from selecting the wrong building. biggest issue: stop asking 4-5 times in a row to pay for something! i'm uninstalling mostly because of that! i can't take it anymore! berating me to pay for things as soon as i open the game! done! ??????",LABEL_0,0.788148642,5-Apr-24,114,488,3.473684211,44
SimCity BuildIt,fun and addicting. it's hard to get coins to upgrade. mainly time wise. not a game you can play constantly. due to that. you have to wait for items to be made with timers. have to be strategic with spending. you could need 3 things that are way too costly to afford. still under level 20. its still a fun game. i can check it on my phone and tablet since i have facebook connected.,LABEL_2,0.59932363,18-Apr-24,87,381,3.528735632,37
SimCity BuildIt,"the game increasingly exposes players to ads until seeing them is unavoidable. it's a manipulative bait and switch. the ability to upgrade buildings slows to a near halt because you can't designate buildings as finished. so you only get a chance every half our to click upgrade another building, and hope it randomly selects a building you want to upgrade. the game uses terrible design to get you to spend money, but even $10 won't buy a drop in a bucket. many of the assets are nice.",LABEL_0,0.637840927,2-May-24,99,485,4.03030303,37
SimCity BuildIt,don't waste a penny or minute on this game. it's full of bugs and their custome support don't care at all if your request is ever answered. the entire game is created to be a time sink including the lack of information inside the game regarding any sort of function or play style. the whole point of a lackluster ui is to make it so you have a hard time deciding which choices are better so that you have to spend more time playing the game. it's a clear attempt to push for more in-game purchases.,LABEL_0,0.831816077,21-Jun-24,105,498,3.838095238,50
SimCity BuildIt,"i don't like in-app purchases. sleezy way of making people buy things in order to speed up the game. your forced to wait on things such as produced goods, money, and simoleans. and in order to get this stuff and quickly, you have to make real life purchases. i'm old-fashioned: make one time purchase for the game and that's it. and like the old sim city, wait for the tax year to be over and collect taxes and use that tax money to build things. other issues too but no more space here to describe.",LABEL_0,0.806252003,10-Apr-24,110,499,3.681818182,45
SimCity BuildIt,"would be 5 stars if i could deactivate the facebook connection from the game itself. i have an old game i don't remember having so i can't connect my current game. we should also be able to store residential buildings in order to easily re-arrange our cities. i do love the challenge of the game where you can't max out everything in a week or two, gives it a nice long term game style.",LABEL_2,0.752644598,27-May-24,82,386,3.817073171,36
SimCity BuildIt,it's like simcity on rails. you don't get to really build a city or do anything like that you're just going to be playing with countdown timers and cool downs and slowly upgrading buildings to the point that you get like no progression and have to start buying stuff. are you guys going to make a real simcity game? can you be cool to actually build cities and stuff.,LABEL_1,0.471915245,3-May-24,76,367,3.934210526,33
SimCity BuildIt,"this game was so much better before war, and a lot of other changes. i used to love this game and now i'm not that impressed. the regions are nice, but need some tweaking. war is absolutely pointless and annoying. the new season pass isn't so bad. also, as a president of a club, we should be able to see when members on the club are online. and you should be able to cancel a sell without using cash and without losing it. plus an option to turn off global market sells in your depot would help",LABEL_0,0.363241076,2-Apr-24,110,495,3.627272727,50
SimCity BuildIt,"i have been playing the game a while. i like it. i hate that it takes over 5 hrs for somethings in factories with no speed ups unless you spend cash. houses/medical buildings should be placed in storage like when moving parks, schools, casinos from city to city. if not the police/fire stations and houses have to be destroyed. i want to be able to move them around. i don't want to bulldoze my buildings. this should be changed! also i can't add friends. it says i have too many i have 8....",LABEL_0,0.82724756,23-Mar-24,107,492,3.738317757,49
SimCity BuildIt,"the ads do not work despite the network, wifi, or device. this leads to frustration over missed opportunities by watching ads. age of origins and monopoly ads are trash, can't be viewed, but the ads still keep showing up. crashes often. inconvenient. the ad factory is trash because it takes 30 minutes for rocks to build, but the factory requires 2 ad watch just to have a few more seconda to complete 5 rocks. ad factory should last at least 45 minutes.",LABEL_0,0.953505754,1-May-24,95,455,3.936842105,33
SimCity BuildIt,"not bad. i enjoy playing this game, although i feel it's just too expensive for sim cash, and for the sim coins. i do understand that i dont have to purchase anything. that is, of course, by choice. however, the fact that i cant make any sort of real progress after a certain experience level is so painstakingly slow that most people would uninstall the game as opposed to spending the current going rates for virtual cash/coins. 4/5",LABEL_1,0.368163288,26-Mar-24,89,434,4.011235955,37
SimCity BuildIt,love the game. i enjoy the check mark when train station is available.keep up the good work! much thanks. p.s. since the new download my game froze or lagged a few times and had to reboot game. hope to see a difference soon. has its down sides also. i installed based on offline games as it advertised. i soon found out it wants you on line every 3 days or you can't play and a lot of other areas can't be entered unless online. i think you have a false statement on offline game.,LABEL_2,0.482403606,23-Mar-24,106,480,3.650943396,41
SimCity BuildIt,"this game was solid when i first started playing it. i really enjoyed the city design challenges and the city wars. but the game has been steadily declining. the billboards in the city are constantly shoveling advertisments down your throat. the items in the seasons are whack, the neo items don't making any sense. its just a cash grab now.",LABEL_0,0.678246558,17-Mar-24,68,341,4.147058824,30
SimCity BuildIt,too expensive to play. cheapen it up a bit and i'll continue to play it. otherwise i'm dumping it. tried replaying and it hasn't changed all that much. for some reason even though i'm on level 30 i still can't access multilane roads. wth!!!! edited 5/24 it's still to expensive like many of these games!!!,LABEL_0,0.890240312,12-May-24,73,305,3.438356164,25
SimCity BuildIt,"the game buttons have changed as have the dynamics of the contest for mayors. it gave an advantage to people. i don't like the new buttons. think they are upside down. i mean you need chat the most and its hidden. you need the most important buttons and they hid them. very bad design. making the game less and less desirable. i find i am playing less too. i just removed a star cause the cheaters in this game are worse, the game management and creators can but won't dress the issue.",LABEL_0,0.927773297,29-Apr-24,105,485,3.752380952,48
SimCity BuildIt,it's fun but the crafting takes forever. you should be able to at least watch videos to speed up the time. i'm not just gonna sit and stare at my screen for 10 minutes just to craft 1 thing when i need 15 things just to get anywhere....it honestly ruined the game for me and makes me not want to play it.,LABEL_0,0.836149156,16-Apr-24,70,304,3.471428571,33
SimCity BuildIt,"too many side games within the game. dr. vu, trains, monsters all just bs. constant pop up ads asking you to spend money. graphics are great and i like the game but all the side stuff ruins it. why can't i just build a city?! just got screwed on a london helmet purchase from the world market. took my $10,000 simoleons but i didn't get my product. what bs!",LABEL_0,0.911566615,13-May-24,84,357,3.44047619,30
SimCity BuildIt,"how the world works is weird. a house can be next door to a clinic, but it's abandoned because there are no clinics?! plus btw nuclear power stations don't produce pollution - what's that about? also they seem to be modifying the mechanics in such a way that you end up having to buy coins or cash from them. plus the waiting on production is crazy. i end up playing other games just to wait on production to finish in this game, meaning eventually i stop playing altogether. it's ok, but not great.",LABEL_0,0.886479557,2-Apr-24,108,499,3.768518519,49
SimCity BuildIt,"actual city design and gameplay are good. but it's a insane grindfest if you don't want to spend money to advance more quickly. cost to have all the content would take a winning lottery ticket. it should be monetarily feasible to get most of the customization content with actual micro transactions. but instead they show ads on the billboards even if you've spent real money, they release good ways to farm coins and then nerf them, and charge $15 for a single specialization building.",LABEL_1,0.476777643,21-Mar-24,95,486,4.242105263,38
SimCity BuildIt,it is a good game but the free mayor's pass is getting less and less exclusive buildings. one thing that annoys me is that there is no edit mode where we can move and store buildings so it is easier to reorganise the city without needing to demolish roads and services. if we can't easily reorganise the city then most people would not use the new trains features.,LABEL_0,0.67334795,25-Aug-24,73,364,4.068493151,32
SimCity BuildIt,i love the game and would have given 5 stars but im not a fan of the war and monster parts. despite having around 25 of the items you needs to attack i can still only atrack once or twice a battle and then im stuck with the rest filling my inventory. also i was cheated out of a free land expansion that i used and it just never unlocked to part a selected.,LABEL_0,0.437274605,28-Aug-24,77,357,3.688311688,38
SimCity BuildIt,"obviously the game isn't bad... it's just that at some point it becomes too complicated to advance without adding money to the game. getting money is too complicated when the city is already a bit big... that's the bad thing... you need a lot of patience, because it will take months to get something changed without using real money, and that in turn makes it boring sometimes.",LABEL_0,0.810921252,28-Aug-24,77,378,4.051948052,31
SimCity BuildIt,exactly the sort of ultra-monetized idle game i expected from ea. in order to build or upgrade anything you need items from the hardware store. you can only build one of these stores and the store can only 'make' one item about every half hour. so it's basically a waiting game unless you give in to the constant reminders that you can spend real money in order to speed up your progress.,LABEL_1,0.451764941,22-Aug-24,78,388,4.064102564,34
SimCity BuildIt,"simcity buildit is what happens when you have the illusion of cities skylines with the ability to put your ideal buildings, but at the price of too much time in-game, unless you pay money. the mayors' pass challenges for each tier are too much to complete for the average gamer, i'm not surprised that people are tempted to cheat this game for in-game money. it took me a whole 4 years to build an aesthetic city, and it isn't worth too much of the effort.",LABEL_0,0.678108871,23-Aug-24,95,456,3.915789474,43
SimCity BuildIt,"i'm updating my old review. there have been a few issues with glitches, such as app crashes and a little buggieness. lately i've been getting a lot of 'cyberspinning'. for example when i 'travel,' there's just this spinning or rotating dots, like when your request is being processed. in addition to fixing the above issues, i'd like to suggest choices (whether you want to have more relaxed play by not having any time limits, or if you want the challenges of time limits)",LABEL_1,0.486763865,13-Aug-24,100,473,3.91,46
SimCity BuildIt,"i've always loved sims and simcity, i just wish you could buy it outright without all the in-game purchases. also, it would be nice if at least you could sell your buildings when you upgrade to bigger ones. i always end up spending on a few packs... but it adds up so fast. you can easily spend much more than the cost of a game just for normal progression. i don't think that's right.",LABEL_1,0.35912928,10-Aug-24,85,385,3.670588235,38
SimCity BuildIt,the game is great but i do have one suggestion. may you separate the storage for war supplies from the general sotrage? it kinda limits the amount of supply you can stock while the type of disaster effective against the monster cannot be predetermined. also war supplies kinda drags the progress of the city because it takes unnecessary space that may be used for the development of the city.,LABEL_0,0.44307366,25-Aug-24,74,392,4.378378378,35
SimCity BuildIt,"this game used to be fun with many creative ways to play. previously, the game had the option to watch ads for a reward or to speed up crafting of items. that option remains but now the game is also plagued with random unskippable ads that interupt gameplay regularly with no benefit to the game. additionally, the game has become an exponentially difficult grind to craft items or build anything unless you decide to spend real cash.",LABEL_0,0.71128881,10-Aug-24,83,434,4.313253012,33
SimCity BuildIt,"i have always loved the build part of the sims so thought i'd give this ago. it's a decent little game with drawbacks though. if you're not willing to pay it's a very long, slow gring to climb up the levels. the things i dislike is all the monster side events and gang wars or whatever it is. i have absolutely no intention or interest in engaging with that kind of element but after a while the 'progress' rewards start piling up if you're not willing to engage in the ridiculous side quests.",LABEL_0,0.729960084,29-Jul-24,105,493,3.819047619,50
SimCity BuildIt,"changed my rating from high to now dead low. nice graphics, got me hooked for several hrs in a week now. not until i accidentally spent my cash on a ridiculous item since there's no confirmation/notice before spending. totally disappointing! plus game is unfolding too slowly. you cant do much if you stay on free play. no fun. it's designed to let you spend real money for in-game purchases to have faster progress in your city. never spend real money, just a waste!!!",LABEL_0,0.772960067,5-Jul-24,98,469,3.948979592,36
SimCity BuildIt,"the game is excellent. totally free-to-play friendly. it's not hard to earn premium currency every day. for those who are starting, a small piece of advice: patience is key! first, develop fire, water, and fire-fighting skills to the maximum up to level 11-12, and then move forward. the game is a 10/10. events are important, and it's crucial to expand warehouses and zones (it's easy), not just the population. don't build too many buildings! not first month !!!",LABEL_2,0.909507453,15-Jul-24,102,464,3.794117647,34
SimCity BuildIt,"the game is good. i love the concept of it. but it'd be really appreciated if we could get more ways to access items to unlock expansions. i'm always at a loss when i'm short of 5 or 6 wheels in order to unlock a certain expansion, which i desperately need to continue to build my city. this always puts me in a slump, and i end up not playing the game for months.",LABEL_0,0.357189,25-Jul-24,84,364,3.464285714,39
SimCity BuildIt,"the ad power factory feels like a bit of a scam. you watch a 30-second ad, then you get 10 minutes of production time. if you don't use up the production time, you can't demolish the building. if you don't demolish the building, it stays on your land forever. so, if the production time is 4 hours, you'd need to watch 20 minutes of ads. plus, you have to wait 10 minutes between each ad. but despite all this, it's still a good game to play.",LABEL_0,0.442250282,23-Aug-24,105,442,3.4,41
SimCity BuildIt,"train update is awful. no way for roads and railway tracks to cross over, so i can build a mass transit network at the expense of cutting off half my city....! where is the obvious solution of railway crossings, or making it a subway network. you still have to have things connected to roads so i'm struggling to see the point of this update. avoid trains at all costs (especially your actual money)... oh but wait, they've strategically made train items needed for upgrading buildings etc...",LABEL_0,0.846367896,27-Jul-24,100,492,4.07,39
SimCity BuildIt,"add at least a button to confirm spending your dollars, it's easy to miss click and spend hard earned dollars for nothing. the resources are always a big problem, and i mean, it's the point of the game, but you do not have cash most of the time, even when the game is teaching you to spend it on new structures. dollars are 99% of the time only from real money, because in game they give you 1-3 of them rarely on events",LABEL_0,0.615889668,21-Aug-24,94,420,3.595744681,44
SimCity BuildIt,"hardly thinking for yourself you have two choices, choice 1 you build where the app tells you too choice 2 or you don't build at all. slow slow slow slow getting board after 20 mins of being told what to do and where to do it. one positive i've not had any pop ups yet trying to get me to pay to make things move faster but don't think they will be long coming.",LABEL_0,0.507465959,28-Jul-24,81,361,3.555555556,38
SimCity BuildIt,"fun game to play at your own pace. just like the game i remember as a kid, but with way, way more. cooperatively, it would be nice during wars if while a city was frozen and under a shield they can't freeze or boost other cities. the spoils are super weak too. especially for the losers.",LABEL_2,0.544853628,23-Aug-24,65,287,3.569230769,30
SimCity BuildIt,"this is an excellent game. it frees up my imagination to plan cities, mountainous regions, beaches or country meadows. you do have to work a bit to keep building materials flowing & to win prizes but it just keeps the game interesting. there's also competitions on the side so you can win even more prizes. lots of fun! i'm 70 & it keeps me entertained.",LABEL_2,0.984994948,1-Jul-24,75,353,3.853333333,30
SimCity BuildIt,"it's a little buggy on some devices, my friend has an amazon fire 7 and the app crashes when it tries to go back to the app, about every 3rd time an add is played. kind of annoying to watch add and not get reward. almost always does it with fb add. other android devices work much. better. slow build though. great game, needs lots of memory. the more ram you have the bigger the city you can build. minimum of 2g of ram will get you started. i wish i had 8g.",LABEL_0,0.456095695,9-Jul-24,107,459,3.429906542,41
SimCity BuildIt,"the app keeps crashing since the last update especially when i try to watch an ad. i've been playing this game for 7 years and with all the additions made recently to the game like the stupid train, the addition of the new shops, the reduction of the season sim cash rewards from 1400 to 550 makes the game harder. you have to spend even more time in the game and impossible to win anything without spending real money. therefore i barely play the game anymore and soon to retire. ea you suck ??",LABEL_0,0.96304673,19-Aug-24,102,495,3.941176471,39
SimCity BuildIt,"very good game, amazing graphics (knowing that it came from ea). but you can easily lose a lot of money trying to just survive( if you are not willing to spend real money), once you get around lvl 12+, please make it easier to earn simeleons and to upgrade buildings. still, nice game",LABEL_2,0.763921738,9-Jul-24,63,284,3.682539683,22
SimCity BuildIt,"i'm not really sure about this one anymore. ?? they force you to watch an ad every 5 mins, while the game takes up 1.6 gb. it's very slow and too complicated. once you log in, it's a struggle to cut through the thick stream of notifications and things that happened while you were away. it made me lose motivation. may be uninstalling, and i've played this for nearly a year.",LABEL_0,0.913323343,25-Jul-24,85,375,3.588235294,37
SimCity BuildIt,"ok, after a month, when i lost what i'd accumulated in the design competition part of the game and the opportunity to spend the credits i'd been accumulating all year for the black friday 1/2 price deals, it started again. no explanation or apology for the disaster, or recompense, so only 4 stars now. previous review: i'll give it 5 stars again when they issue another update that fixes the disaster from the update 16/10/23.",LABEL_1,0.479331017,4-Jul-24,87,427,4.057471264,38
SimCity BuildIt,"something really needs to be done about this game and the glitches... i cannot move from city to city without the game freezing and i have to restart... if i try to watch an ad for a reward, it doesn't load, if i try to dispatch the train it crashes, alot of features have not worked recently, over a month... i like the game but the constant restarts are dragging my rating down... ??",LABEL_0,0.926288128,8-Aug-24,85,385,3.670588235,41
SimCity BuildIt,hi tech team 0the game plays well =well done????any chance you can reduce the prices of train items and/or make it so we can buy and sell train items in the global trade. market -and in design challenge's why do you put up city's for us to vote for when they don't meet the rules set for that particular game 0-??? other than that keep up the good work you do,LABEL_2,0.71321398,28-Aug-24,83,359,3.481927711,33
SimCity BuildIt,"really enjoyed this game. it's free to play but you have to have patience. you can spend small amounts of cash each month to boost and speed activity up. recently wars which are the best part of the game , as they encourage socialising and planning with your club, have gone downhill. the magnetism hack has become well known and ruined the game. developers. how about changing how magnetism works? make it clear you will change the rules if people choose to cheat the system.",LABEL_1,0.356956929,23-Aug-24,95,476,4.126315789,40
SimCity BuildIt,"at first it's just fancy building game, but in just a couple of days you will be given tasks that will make you run out of resources and forced to watch ads, ads and lots of ads to fulfill those resources. previous version it was super fun, but updated one now i feel like i am just watching a lot of ads to make the creator richer and myself more and more miserable irl. sorry, but i recommend everyone to stay out of it. ??",LABEL_0,0.548844159,18-Aug-24,94,425,3.627659574,45
SimCity BuildIt,"i would enjoy more some sort of version where i don't have to think if i have someone money or simo money just to enjoy building nice city, harvest and produce what i need trade with others. so unlimited money and building option will be great for me. soon i'll quit with this game because i would not see any progress. i would not mind to pay for the game once but not every time i need something.",LABEL_2,0.631241441,4-Aug-24,85,398,3.776470588,41
SimCity BuildIt,"it's great playing...since from the releasing of the game.many improvement are done. appreciate that, but there is a problem with the pricing of few items. for example pie is 2240 and chocolate is 1045 , whereas for making chocolate we need a pie plus other item too. so it is illogical, hope this will be taken into consideration and prices with be adjusted accordingly. it's been a great pleasure playing this game. thanks..and keep it up...",LABEL_2,0.965033293,17-Jul-24,90,443,4.088888889,41
SimCity BuildIt,"i really enjoyed this game. i started a city on my phone with one email. than i cracked my screen and switched phones and carriers. started a new city with a new email. broke that phone and lost complete access to the account on that phone. bought a new phone same number and email but was given access to the account on my first phone. the only thing i have left of my second city is a receipt for a in game purchase. just found out my city, probably perminitly gone. i quit the game, won't play.",LABEL_0,0.378461748,24-Aug-24,109,497,3.678899083,46
SimCity BuildIt,this is an excellent opportunity to build your dream city however you like i had the game in the past and spent so much money on the game to get myself so much land and almost all the houses and so much more but gave up that island and didn't play it for years only just recently got the game back but said to myself that i was going to do it the right way and get everything i need without spending so much money on the game,LABEL_2,0.831916571,26-Jul-24,89,425,3.797752809,49
SimCity BuildIt,"although it's a great game, i have to give it one star due to not being able to get any help from customer service. this is my third account i created due to the fact that i couldn't retrieve my account that was logged in to google play. the second account was linked to facebook but getting an error message every time i attempt to log in. i tried to get help from customer service or ea help but the page no longer exists.",LABEL_0,0.709469557,30-Aug-24,91,424,3.747252747,40
SimCity BuildIt,fix the slow loading and constant crashing issues instead of giving us new stuff!!!.... i have tried to play this game on 3 different devices and still loads slow or crashes during loading or in the middle of game play... tired of not being able to play!!! if i could give negative stars would be a -10 stars ... i love the game just really sucks you can't play it for more than a minute or two before it crashes and have to restart the game!!! fix these loading and constant crashing issues!!!.....,LABEL_0,0.958974779,3-Aug-24,109,499,3.733944954,41
SimCity BuildIt,i love the game but it has an issue that made me change my mind about it. in my capital city some of the buildings that are not fully upgraded did not recive a upgrade offer for hours i tried restarting my device and have already contacted in game customer services and got no answer.,LABEL_0,0.575986981,29-Aug-24,57,284,4.035087719,30
SimCity BuildIt,"good game to play it's nice to have a city of your own. the graphics nice, the gameplay is nice. everything is nice and good, everyone should play this. but the only issue that i want to fix is you cannot edit your city layout because you everything is cramped into everything so i much suggest to put a edit city into the game. that would be grateful.",LABEL_2,0.832811356,16-Jul-24,77,352,3.701298701,38
SimCity BuildIt,this game is awesome you make your own city and it's offline too and it barely even gives you any ads. the ads are mostly your choice if you want to do ads or not and it also gives you prizes if you even do the add. and there's so many other places to unlock.,LABEL_2,0.949049115,26-Aug-24,60,259,3.416666667,33
Age of Origins,"the game is great, but....i wouldn't start if i were you! after 2 years of gaining status and building my territory, they did some kind of server reset, which took me back in the game 2 year!!! like i'm almost starting over from scratch. and even after reaching out to support 3 times already for fixing it or for some kind of game bonus to rebuild my territory , they kindly and politely ignored my ask. i wouldn't start if i were you!",LABEL_2,0.412332416,28-Aug-24,98,436,3.612244898,43
Age of Origins,i'd give this less than 1 if possible. mis leading ads. but once you begin to play its decent. butt if you have any problems. the customer service is the absolute worst!! zero respect for players. the game is designed for you to spend and if you do spend sometimes they send the wrong items and refuse to correct the problems. i would never ever recommend!!,LABEL_0,0.963587582,23-Jul-24,77,357,3.792207792,32
Age of Origins,"i enjoy the game, however none of the screenshots are in the game. the tower defense looks a bit like the screenshots. the troop rush part looks nothing like the screenshot, or like the advertising, in fact, almost nobody can find that portion of the game. and there is no way to upgrade vehicles at all. and it gets expensive. edit to reply: you literally advertise about how inaccurate your advertising is.",LABEL_0,0.677497029,28-Jun-24,83,408,4.060240964,34
Age of Origins,"decent city builder game with a kind of cool theme, but almost all dialog is clearly written by someone who doesn't speak english as a first language. also, this could be the most pay-to-win of any game i have ever played. half of the ""events"" in the game are literally ""who can spend the most $ to win this event,"" and a lot of them you can't even participate at all without a purchase.",LABEL_1,0.436860353,17-Aug-24,86,387,3.697674419,38
Age of Origins,"the ""actual"" game is locked behind a city building time gate bs game. all of the pictures arent apart of the game at all. its all a lie and all of the ads either dont exist or are tine backround things. everything starts quickly, but just as fast as it started, it slowed right down. many currencies to work with and a lot of micro transactions.",LABEL_0,0.702511072,6-Jul-24,75,345,3.76,31
Age of Origins,was ok until i did an update. then the game would go to the camel games screen but that's it. i tried uninstalling and reinstalling but now everything is gone. it was linked to my email but i can't seem to get it back. any advice? update!!!!!! i had started a new game but support really came through man.! you all rock!!! thank you for restoring the one i thought was definitely gone. i didn't even have good information for you and you still found it.,LABEL_2,0.680488288,7-Jul-24,106,453,3.471698113,46
Age of Origins,played for a bit. must be active constantly and spend money otherwise stronger players constantly attack your city. i would recommend to the project managers to add the ability fir a weaker city to defeat a stronger city - an x factor - in real life there are nuclear weapons for example. it's such simplistic algorithm thexway it is now. lacks subtlety...,LABEL_0,0.498299688,17-Aug-24,68,356,4.338235294,23
Age of Origins,"lots of little bugs. when switching from city to world view, icons often don't appear. sometimes images get stuck on the screen, too. overall, it's a fun and almost addicting game. the biggest issue is that it's designed to frustrate you into spending money constantly. you could easily be drawn into speeding $10-$20 per day. the benefits you get from purchases were tiny. it would be so much better if this game weren't so focused on constant micro transactions.",LABEL_0,0.419671535,4-Jun-24,97,464,3.979381443,33
Age of Origins,"the killing zombies part of the game is fun. the problem is it's being locked behind a pay wall. basically, you have to build up a city. building it up requires recourses and waiting on timers. once you level it up, you get to fight the zombies once per level of the city. they hope the zombie fighting part gets you so hooked that you end up spending money on accelerating the timers of your city.",LABEL_1,0.423357368,2-Jun-24,85,398,3.8,39
Age of Origins,"the ads showed some sort of first person action sequence. instead, i was plunked down into a vampire survivors knockoff for maybe 20 seconds, then thrown into a base builder that aggressively held my hand until it crashed when i tried to claim a reward. if i got 10 minutes of playtime out of it before it crashed, i'd be surprised. seems very not good.",LABEL_0,0.93729341,4-Apr-24,73,353,3.95890411,32
Age of Origins,"i saw what looked like a fun, fast-paced, ad supported time waster advertised on youtube, somewhat like many of the others but with an interesting twist. instead, i got a rather involved mmo freemium game. if that had been what i was looking for, i may have enjoyed it, but it definitely want what was advertised or what i wanted to play. bad form, developers. i don't want to even consider installing any of your games anymore. *note about response0all of your ads advertise are still this way!",LABEL_0,0.760966718,6-May-24,103,495,3.961165049,41
Age of Origins,"it's really a bummer to invest time and money into a game and then have random players attack you when you're away from the keyboard and destroy everything you have. higher level players bully everyone else. i was robbed. i want a refund. if you put money into this game, just know you're going to lose it. re: tried contacting customer support per the developer instructions and no one responded. this is clearly just a cash grab. they intentionally make it difficult unless you keep paying more $",LABEL_0,0.958687127,2-May-24,100,498,4.11,41
Age of Origins,"not like the ads. it's a city builder. i downloaded for the mini-games that i thought were the main games. you have to build your city to play the mini-games. some of the mini-games are fun, but it is a lot of work to build your city up so you can play them. some of them have limits to how many times you can play them. they are either stuck behind a time wall or pay wall, or both. the city building is stupid. they need shields and get rid of alliances or fix them so they aren't friends.",LABEL_0,0.504919112,4-May-24,112,491,3.508928571,58
Age of Origins,"constantly freezes, makes my phone vibrate randomly, doesn't load and asks constantly to make in app purchases. why am i going to buy things if the game can not event function. frustrating, i liked the concept and the couple of levels and battles i was able to play. after not even 5 mins, it freezes again when trying to do tasks. 3 days 5 levels that's as far as i got mind you the battles are less than 2 mins total if that sums it up! disappointed, fix the bugs, and glitches and get back to me.",LABEL_0,0.893374324,19-May-24,111,499,3.630630631,46
Age of Origins,"absolutely horrible experience. there is no clear way on what to do in this game. they have ""alliances"" who take up parts of the map, but if you're a new player and don't know that, you constantly get attacked and can't progress any further. an absolute waste of time and money. and i did join events and tried to join alliances that ""were just farms"" but still ended up attacked and not progressing.",LABEL_0,0.95524174,7-Jun-24,87,400,3.816091954,41
