App_Name,Remarks,Sentiment,Score,Date_of_Remark
Yalla Ludo - Ludo&Domino,Yalla ludo owner I request please give me some games I am losing games continuously whenever I am a good gamer and I invest a huge amount on yalla but it is hurting me please do something yalla ludo owner i request you,LABEL_0,0.734130263,19-Aug-24
Yalla Ludo - Ludo&Domino,"her very biased toward the other party... I often lose, even though I know the rules of the game and the internet speed is normal, but there is a problem with the game. They always put buttons that make me lose, and You give buttons to the other player to play safely , and I often lose because of bias. It is a game, not a sect. In order for you to be biased, please be fair.",LABEL_0,0.837056875,22-Oct-23
Yalla Ludo - Ludo&Domino,"Good in the beginning to worse and much worse. So bad that I had to uninstall it. Terrible server/internet issues. Horrifying is when robot takes over your dice and starts to play; thereby making you the audience of your own game. To Developers Reply: That's the problem sir. Even after doing so Robot didn't let me play. If it had happened once or twice, it would have been okay...but for days... Anyway. All the best.",LABEL_0,0.882053018,11-May-20
Yalla Ludo - Ludo&Domino,"There is a big problem with dice one. The game takes you to the last and reduces the number of ones. Many a times I would have got in first with just one dice remaining and only one required to win, when all others would be nowhere near the win. I have lost with just one required. From 1st to 4th. Please increase the frequency of ones. If you can correct the ending of the game, I will give you five star. Otherwise the game is fun to play. Just disappointed to lose always with one required.",LABEL_0,0.56874299,4-May-20
Yalla Ludo - Ludo&Domino,I m playing this game since 1 yr but now a days Yalla ludo is wasting our time due to which i am going to uninstall the game because when we are playing and going to win the opponent has more sixes and those score that they want and we are lose the game.,LABEL_0,0.919476748,6-Jun-24
Yalla Ludo - Ludo&Domino,Mobile user butt show compute apps not working properly.,LABEL_0,0.882649958,22-Jul-24
Yalla Ludo - Ludo&Domino,"The new update allows those who watch their friends game to also send voi̤e massages, which is absolutely fine and wonderful, untill one of them kept sending very noisy songs and i couldn't find a way to turn her off nor lower the volume..it was absolutely horrendous and very noisy to those around me and i had to exit the game .. maybe i didn't know how to turn it off.. so if there is such a button.. please guide me",LABEL_0,0.451228172,13-Jul-20
Yalla Ludo - Ludo&Domino,"There are the rules a player rolls three sixes in a row, their piece is shifted to another player. However, sometimes they are able to continue taking turns. ?",LABEL_1,0.90335393,5-May-24
Yalla Ludo - Ludo&Domino,"This is the biggest den of thieves in the history of games. Ludo players are themselves the biggest thieves. When it is very important to put a diamond, then these thieves or Ludo players do not let it be put, they lock it They make people lose a won match by stopping the net They themselves stop the Net shutdown and blame the Net company ????????",LABEL_0,0.923623502,18-Jul-24
Yalla Ludo - Ludo&Domino,Very Interesting game when me and my friend free from work then we play yalla ludo for fun ??,LABEL_2,0.966869712,25-Jul-24
Yalla Ludo - Ludo&Domino,"I like this app very much beacuse there are many best realastic dices ,themes,tokens and many other things are amazing. The graphics of the game are excellent . I am playing this game for 3 years . I got a better experience in it . But some things we want to get free like legendary frames and dices but we cant . However the game is incrediable???????",LABEL_2,0.973709762,20-Jul-23
Yalla Ludo - Ludo&Domino,"Very annoying game. It should be fun but the programming of the game is very wrong. It favours one player as soon as the game starts. Every player should be given equal opportunity to win. From the beginning of the game you can tell if you are losing or not. Imagine being the first person to take all your games home with your opponent's game still complete outside and you still lose the game, it very frustrating I almost smashed my phone one time. Please rectify this issue as soon as possible.",LABEL_0,0.930023909,27-Oct-22
Yalla Ludo - Ludo&Domino,"I don't know but after updating this update,out of 5 games I am able to play only 1 game properly. 4 games doesn't start,either from my side or from my friends side. Earlier I used to be very much happy with this app, but now I must say, Pathetic Performance from the Makers. Every time I connect,it shows reconnecting(with proper net connection too) and after 1-2 try,game automatically gets over.",LABEL_2,0.770399332,18-Jun-20
Yalla Ludo - Ludo&Domino,I really like this game it's amazing. I love the fact that you can chat and play but what bothers me is that when u are not playing with friends and with a stranger they sometimes misuse the voice feature.They can get abusive and really aggressive so I would like to request that there be a separate option for no voice game so that the people who are not comfortable playing with strangers get their privacy and enjoy the game also.,LABEL_2,0.453235656,2-May-20
Yalla Ludo - Ludo&Domino,"Nowadays yallo ludo is not working properly. Whenever an online game is start, it shows reconnecting and can't connect to the game. Unfortunately the only option is to exit the game. But the entry fee gold is losing. So that i stopped playing online match. Please do some action immediately otherwise the app will lose lots of users.. Their is no relevance in ur reply message content. We all are having a aolid 4g connection. Their is no connection problem with any other programs. Only this one.",LABEL_0,0.90670979,18-Jun-20
Yalla Ludo - Ludo&Domino,"Completely rigged algorithms. App is designed to keep the players on 60 to 65% win ratio. The main principle of random dice is not a part of this app. I would not recommend it at all. Edit after reply: I would prefer doing nothing than to install this rigged app. If I was indeed ""always losing"" I would have said it's a fair game. The main point of my review was that this app is rigged to keep a player between 60 to 65%. I am sorry if you can not understand simple English.",LABEL_0,0.892040312,17-Apr-20
Yalla Ludo - Ludo&Domino,"At first the app worked really well. But every now and then they put you on reconnecting and suddenly when you connect again you have mostly lost the entire game. Recently Certain guys, not all please note, only some, don't have any manners of how to decently chat. They make inappropriate comments and it gets really weird. I suggest the app should have some regulatory feature or atleast some feature where we can block or spam such people. And most annoying is that such people win the game even.",LABEL_0,0.860393524,20-Jun-20
Yalla Ludo - Ludo&Domino,"I have been playing this game for 2 years And I have done a lot of purchasing in this game. But this game is no good it's a bed game In this game you can have 50 million or 10 million You will lose and your coins. If you play in twos, then one of the two you will definitely lose. This game is only for the rich people and neither do the game players give the winnings to anyone. And no, in this game they don't give anything to anyone. this game is not good bed game Goodbye",LABEL_0,0.950248361,15-Mar-24
Yalla Ludo - Ludo&Domino,"Stupid Algorithm that prioritises specific users to always fail or always win. It's a huge and irritating bug in the algorithm which is actually designed to motivate and promote the new players. My friend always gets the chance to cut my coin where the other would never. Facing mainly in private room option. Please fix this. Update: fed up with the unfair rolling algorithm, which seems to support those who spend money on the platform to buy diamonds and gold. Uninstalling for ever.",LABEL_0,0.919828832,23-Aug-20
Yalla Ludo - Ludo&Domino,It is an amazing game . I just playing this for a long time .but there is no option for private chatting or playing game. I think the game need some improvement.there should be some other option to buy diamonds and also give some task to get coins and diamonds . I hope you should solve the problems and improve the game as well.,LABEL_2,0.721878409,13-Aug-23
Yalla Ludo - Ludo&Domino,"I have already passed 3 years in Yalla Ludu and have experienced that Yalla is a robotic gaming platform that controls everything from dice control to who wins and who loses. Yalla wastes people's talent and valuable time, why?",LABEL_0,0.928092659,8-Jul-24
Yalla Ludo - Ludo&Domino,Nice app use the same one as well and have my phone on my account not sure what is nice and easy to get a new phone,LABEL_2,0.709374905,23-Jul-24
Yalla Ludo - Ludo&Domino,"I love this aapp, really entertainment ?? enjoy the games and voice chat",LABEL_2,0.988989055,19-Jul-24
Yalla Ludo - Ludo&Domino,"I love this game since I started playing. As it upgrades always I would like to suggest something which can make it more useable during night time, Please introduce the Night Vision feature too, so it won't effect the eyes during playing game at night, Thanks.",LABEL_2,0.977029145,2-Apr-24
Yalla Ludo - Ludo&Domino,"In Yalla loddu, guest account is created and this creates problem for us because if we want to login to Yalla account then first we have to logout of guest account And this only happens when we bind it to any account. We have only 1 email with which the account has already been created, then there is problem. Please solve this problem and whenever we download Yalla, guest account should not come after being created This is good game and V.good features for yalla loddu and full Enjoying (Thanks!)",LABEL_2,0.416436315,19-May-24
Yalla Ludo - Ludo&Domino,It's a good game but it still need some improvements. For example: 1. There is no option of Team up Mode in VIP Rooms. 2. During the game if you mute opponents then you won't listen to them but they can still listen your conversation. 3. There is no private chat option in the game. 4. Numbers distribution in the game is not balance. Sometimes you get the same numbers repeatedly 3 to 5 times and very often you don't get specific number in 20 to 25 turns. This is very strange. 5. To be continued.,LABEL_0,0.514282167,18-Oct-23
Yalla Ludo - Ludo&Domino,Big issue is that when high level players come to the game than he get every needed number but we cannot get the necessary numbers so you should have to adjust this issue,LABEL_0,0.66687566,23-Apr-24
Yalla Ludo - Ludo&Domino,Need to improve gameplay user must have a feature that he can change dice in game as well as remove undo option from game because it is cheating and kindly dont give lose everytime,LABEL_1,0.571215868,5-May-24
Yalla Ludo - Ludo&Domino,Very nice to have a good day at work now but I'm going back to the store and get a chance to get a new phone and new ?? number,LABEL_2,0.963623881,10-Aug-24
Yalla Ludo - Ludo&Domino,I can't enter yalla ludo it's just streaming it just started doing this about 15 minutes ago my game is updated can you please fix this problem so I can play again I love this game it was fine this morning I played then a few minutes later I couldn't enter the game it just streams and doesnt connect please fix this issue asap thank you bye,LABEL_2,0.558089256,25-May-24
Yalla Ludo - Ludo&Domino,"So Amazing yalla ludo game , I love this game we can play different type of game , and also we can play online mode & offline , In this app we can make online friends easily",LABEL_2,0.98453182,8-May-24
Yalla Ludo - Ludo&Domino,"I really was enjoying this favorite childhood passtime of mine until recently when I am seeing people quitting a game halfway or even at the beginning which is frustrating. Developers should look into this and some sort of game penalty may be imposed on such quitters who make this game boring and uninteresting. Otherwise, uninstalling the game will be the last option.",LABEL_0,0.546332061,13-Sep-23
Yalla Ludo - Ludo&Domino,I love this game enjoy and more fun voice chat every one,LABEL_2,0.992190897,22-Aug-24
Yalla Ludo - Ludo&Domino,"Worst game experience ?? Game is good but players cheating anyway, mostly team match teamates join in other teamates or leave the game ?? or cheating yalla ludo y not see this problem, but game is really good please help other players this is game but this is irritated",LABEL_1,0.415379316,23-Mar-24
Yalla Ludo - Ludo&Domino,It's a great app for having friends in all our world,LABEL_2,0.979876935,17-Aug-24
Yalla Ludo - Ludo&Domino,Good game and also having a good feature,LABEL_2,0.963129342,10-Aug-24
Yalla Ludo - Ludo&Domino,The is very good but it's service is just low ???,LABEL_0,0.530920208,17-Aug-24
Yalla Ludo - Ludo&Domino,its a good game . we make new freinds while playing this game .,LABEL_2,0.976449013,17-Aug-24
Yalla Ludo - Ludo&Domino,Bar bar close ka option ata ha please solve this problem,LABEL_1,0.59673059,11-Aug-24
Yalla Ludo - Ludo&Domino,This is very intresting game i will enjoy this game and when i play this game my mind is relaxed,LABEL_2,0.984543979,20-Aug-24
Yalla Ludo - Ludo&Domino,This new update is so bad I don't know why yalla need so strong internet connection We can't enter in rooms We can't hear any voices I think you should make it easy to run in slow internet Without VPN we can't use it That's not good I give -1 star to this app You disappointed Us,LABEL_0,0.980330288,10-May-24
Yalla Ludo - Ludo&Domino,It's not fair game the game server already decide who win you can't do anything all the time dice come with the favour of opponent such a waste of time after 1 year of gameplay I decided to uninstall the game,LABEL_0,0.956545115,24-Jun-24
Yalla Ludo - Ludo&Domino,"The game is overall good but the program keep hanging and the robote mode is switched on automatically which keeps playing on its own which is very irritating, i have to exit the game in the middle. I do not know if it is hacked or some problem with the app, Please look into it to keep players entertaining.",LABEL_0,0.790820956,13-May-20
Yalla Ludo - Ludo&Domino,"Very bad. Once you create account, you are not able to delete it easily. Very stupid way of managing accounts.",LABEL_0,0.949025989,9-May-24
Yalla Ludo - Ludo&Domino,"Playing music on this game reduces the volume automatically and detoriates the sound quality, please fix this issue for realme narzo 60",LABEL_0,0.797150791,14-May-24
Yalla Ludo - Ludo&Domino,after 2 years back my id not open beacuse my id on number and now number option not avail what i can do,LABEL_0,0.823089719,19-Aug-24
Yalla Ludo - Ludo&Domino,Very bad experience this game opposite player got every time exact number to kill token and got six every single turn I'm gonna delete this ludo and download other where every one got same number,LABEL_0,0.950263083,11-Apr-24
Yalla Ludo - Ludo&Domino,One of the best games yalla ludo this is Big entertainment apps,LABEL_2,0.973089337,18-Aug-24
Yalla Ludo - Ludo&Domino,It's to much fun able and use full game,LABEL_2,0.96297884,22-Aug-24
Yalla Ludo - Ludo&Domino,"Get ready for Jungle Ludo! The jungle is packed with secrets and spectacular items. Warriors, gear up for some adventures!",LABEL_2,0.7808671,30-Apr-24
Yalla Ludo - Ludo&Domino,"Don't download yalla ludo , I downloaded yllaludo 50 times and then deleted it because the numbers do not come correctly. The numbers come only after trying again and again. The number that is expected does not come at all.his game",LABEL_0,0.904856205,11-May-24
Yalla Ludo - Ludo&Domino,I m playing ludo past many years . But I feel the is not fair.I enjoy but at the time winning the match turn to lost. I was west my time and money. I thought match is fixed. I m going to left.,LABEL_0,0.568124652,21-Apr-24
Yalla Ludo - Ludo&Domino,What a boring game when I starting losing I lost all the games in a day very disappointed I,LABEL_0,0.978288531,22-Jul-24
Yalla Ludo - Ludo&Domino,I entered any room but i can't hear to anyone and no one hear me also. Today doing like this please tell me what i do... I installed many times but still not working.. Please fix this,LABEL_0,0.920537114,17-Mar-24
Yalla Ludo - Ludo&Domino,"Nice Game, really enjoy with yalla ludo friend's on chat let's i give 5 Start's ??to yalla ludo .",LABEL_2,0.976281524,25-Jul-24
Yalla Ludo - Ludo&Domino,"The game is not a competitive game. It seems it applies a manipulative algorithm where it picks very bad combinations of dominos for the good players, to make them lose. There is a pattern that emerges when one plays a few rounds, where the same bad combination appears over and over, the propability of getting the same combination in three consecutive rows is quite impossible but in this game, it occurs often, which means it is intentional to make the player loses to make them buy more coins.",LABEL_0,0.784122825,10-Apr-21
Yalla Ludo - Ludo&Domino,"this game has an unfair system, when purchase, you will win otherwise will lose the game no matter how good you play Very bad and horrible experience",LABEL_0,0.954769433,29-Jun-24
Yalla Ludo - Ludo&Domino,It's a bad game that every time I play a ten thousand coin game I lose. I lost more than 30 thousand coins at one time and my game level is 20. I've lost 10k gamees more than nine to ten times in the snake ladder game and that too is a very bad game. Don't download it. And sixes don't come either. Others palyers get sixer on every turn. Chances are very low to win. Shame on developers. I can't say any more. It's has a lot of bugs. Please fix these bugs I request to developers.,LABEL_0,0.955611169,20-Mar-23
Yalla Ludo - Ludo&Domino,It is a good game but I'm frustrated with this issue that when a user send 9 diamond gift the receiver obtain only 3 diamonds of it where the remaining 6 diamond have gone please fix this issue. Overall the game is very nice and satisfying.I like it very well.,LABEL_2,0.661356986,20-May-24
Yalla Ludo - Ludo&Domino,"There's a lot of players who are intentionally playing slow in every turn and don't move the tokens until it moves on its own. They make sure the next turn isn't auto and continue doing that the whole game. It ruined the game for me and because of that, quite frankly, it's just not as fun anymore. Decrease the time for each turn or do something about it...",LABEL_0,0.923592687,7-Feb-23
Yalla Ludo - Ludo&Domino,A very entertaining and lovely game,LABEL_2,0.981696904,22-Aug-24
Yalla Ludo - Ludo&Domino,Fantastic app but coine and diamond ?? price very high please yalla team i request u price low,LABEL_2,0.554873526,31-Jul-24
Yalla Ludo - Ludo&Domino,"Awsome, now more power like mode expected.",LABEL_1,0.58020407,20-Aug-24
Yalla Ludo - Ludo&Domino,"Very bad game, and it give wins to the one it wants him to win without any fair ??????",LABEL_0,0.871314585,25-Jul-24
Yalla Ludo - Ludo&Domino,"In masters mode, doubling the coins destroys the total spirit of the game. It also destroys the fairness of the game. Like in classic, coins in one column should not hinder the movement of other coins. In many games when I was about to win, certain players used this trick and defeated me. It is against the spirit of the game. Now I'm thinking of deleting the game. It's really ridiculous. I'm really disappointed with that. Without game spirit there is nothing in the game.",LABEL_0,0.920604289,14-Jun-20
Yalla Ludo - Ludo&Domino,"Stupid game !! It doesnt even go into the game at the first place. After adding all the friends its showing reconnecting. Installed 5 times and registered with FB, Twitter and everything is the same. Sucks battery like hell. Checked my connectivity and wverything from youtube, netflix, facebook, instagram works seamlessly without any buffer. Tried to install in my other mobile too and its the same. Do not waste your time even downloading.",LABEL_0,0.879797399,9-May-20
Yalla Ludo - Ludo&Domino,"Hello, I recommend improving the ""Auto Playing"" feature through ""Bot"". If the first player isn't responding or playing, the second player at the end have to exit and lose his credits because there are no limitations are for the Bot. Some players can also misuse this feature to grab the credits of the corresponding players. I think you must consider it, next it's up to your development team :-) Regards",LABEL_1,0.51980108,22-Aug-22
Yalla Ludo - Ludo&Domino,"What the hell is this ""Reconnecting"" issue in your game? Everytime we're in a crunch moment, we see this stupid thing on screen, and then AUTO mode literally makes a mess of the whole game. And sometimes, during his whole nonsense, we can't even get back to the game; but, yes, the coins are always deducted 0 means we've lost the game: even without actually playing it!",LABEL_0,0.971713662,26-Dec-23
Yalla Ludo - Ludo&Domino,"Although this game is good but there are many issues like there bad been a season in which coin type points can unlock dice and tokens, I opened some dice now the Opeed dice points are also receiving by game . I have collected 100+ poins of that token which are in excess number. It could be used to open new token or dice I need to resolve. Our point are being waste",LABEL_0,0.483044833,25-Jul-23
Yalla Ludo - Ludo&Domino,"Absolutely unfair game. I have lost around 10+ games in a row. Opponents are given the number they need to kill every single time, on the other hand I really don't. How pathetic! No fair play. Uninstalled it after playing around 2 months. I was on legend league and level 20 and losing from beginners. Also VIP always win. It is like pay to win game. You can buy win. Unbelievable. Good bye! Yalla luddo keep it up. Just for info! I lost 280K coins in a few matches which I earned in 2 months. Cool.",LABEL_0,0.730898917,30-Jul-20
Yalla Ludo - Ludo&Domino,While playing 1 on 1 round all my opponents have higher ranking then me and their win rate as well which effects the game as they get the exact numbers every time to kill me and on other hand i never get it and end up having smaller numbers everytime they are around which is stupid they should set the program to equally give opportunities to both opponents and they should win on how they play with thactics not on luck. Totally biased. Update :- still same game is on sided from start to end,LABEL_0,0.744007647,16-May-22
Yalla Ludo - Ludo&Domino,"I haven't seen a nasty app like this till today, I don't know about it all the time, its maker is illiterate or I don't know how to make it. This app has signal problem all the time, it is reconnecting all the time when there are full 4G networks. There is another problem in this app which is closed automatically. Solve this reconnecting issue as soon as possible and I am very busy with purchasing and investing in this app. Please check your app as soon as possible. Get better soon",LABEL_0,0.810392499,10-Jun-21
Yalla Ludo - Ludo&Domino,"My previous problem was solved thank you, Now i am going to recommend a suggestion which might be Useful and interesting. 1- Likewise in chatroom there is an icon for Music playing, if this option also add in game section, whenever we play game so we play a music must be incredible addition. 2- For replaying dice in which we use diamond ??, if the return become limited upto 3 or 4 time in a game might be interested because the yalla allow the big user to fight with small but they hit them, ??",LABEL_2,0.803426147,9-Oct-23
Yalla Ludo - Ludo&Domino,I have been playing this game for a while. But unfortunately now i am not able to play as it is always showing reconnecting before starting the game and thus i am being forced exit the game and not able to play please repair this issu as soon as possible. Ihave noticed that many of my friend are also facibg this issue i kindly prefer to make some maintenace to this game so that there is no need for shifting to another game/app.,LABEL_0,0.799684525,5-Apr-20
Yalla Ludo - Ludo&Domino,"Don't believe reviews giving 5 stars. Biased & rigged game play. Opponents are preset to win every game once you reach a certain level. Extremely biased game with foul play in every game. Once you start playing with high stakes, losing is confirmed. The algorithms suddenly stop working fairly and give opponent chances to kill your tokens. Won't recommend.",LABEL_0,0.930652261,26-May-20
Yalla Ludo - Ludo&Domino,"1. My competitor shows very slow speed either intentionally or due to slow internet. If I leave the game, I lose and the points are reduced. Please resolve this issue? please ?? 2.My last piece and one needed for the win. My opponent's two pieces are still in the starting position (Base)and he wins. And my ""one"" number doesn't came.. ??????",LABEL_0,0.806334734,26-Jun-23
Yalla Ludo - Ludo&Domino,There should be a rule that team mates can't hit each other's token but can double it(in Team mode).Moreover there should be criteria of matching players according to the level instead of random.There should be an option of sending and requesting coins from friends so people can continue playing if at any stage they get zeroed.Thanks!,LABEL_1,0.578362048,27-Mar-22
Yalla Ludo - Ludo&Domino,Many times I loose my coins specially in 5k round On my WiFi network every app works excellent but when I try to play the game in this app it accept the coins for the game after that it just goes on with reconnecting constantly when I become tired and I need to be back that time I found that coins has loose Very pathetic experience and most irritating too.,LABEL_0,0.87550056,19-Apr-21
Yalla Ludo - Ludo&Domino,"My previous problem was solved thank you, Now i am going to recommend a suggestion which might be Useful and interesting. 1- Likewise in chatroom there is an icon for Music playing, if this option also add in game section, whenever we play game so we play a music must be incredible addition. 2- For replaying dice in which we use diamond, if the return become limited upto 3 or 4 time in a game might be interested because the yalla allow the big user to fight with small but they hit them,",LABEL_2,0.820258319,30-Oct-23
Yalla Ludo - Ludo&Domino,"This is so biased game. Only favors one color in continuation. Maximum times favors red per my observation, then starts favoring yellow and continues it. Favouring includes giving six on dices so many times and giving exact number on dice to kill opponent, while giving nothing to competitor. Please make it UNBIASED. Otherwise, I love this game and rules are perfect.",LABEL_2,0.421879947,25-Jul-20
Yalla Ludo - Ludo&Domino,I like this game and playing for quite some time. The problem is that this game is mostly one sided. I lost 8 games in a row. What is this? Don't think I am a bad player of Yalla ludo. Another major problem is that when you are one number behind the finish point.. you will never get one number and the other player will get all his token to the finish point. Please look into the matter seriously.,LABEL_0,0.666702867,27-Aug-23
Yalla Ludo - Ludo&Domino,The game is very interesting but also very fraud.my token reaches the end only 1 point left but opponent's token reaches start to end and my 1 point never come and opponent will win. This thing always happen with me and the matches are fix in this game there is no doubt there is no luck by chance and one thing i want yu to change that if one dice or any thing in the shop is unlock so why we get the tokens of it,LABEL_2,0.499481916,15-May-20
Yalla Ludo - Ludo&Domino,"Very bad experience playing Ludo.It has happened quite a few times that your timer is running and your game would have auto-started itself and the tokens would have gone out of their own accord. Today some thing happened & i m shocked I was playing arrow game and my token came on arrow but I didn't take arrow.And the most important thing is that if your game starts from an upgraded account,then your dice numbers will not appear and the numbers will appear on the dice numbers of the upgraded one.",LABEL_0,0.860783398,29-Aug-23
Yalla Ludo - Ludo&Domino,"It's is not a fear game. It's predetermined by the application. And when you are winning the game, It will not working according to your wishes. It's goes it's self in auto mode to loose your game. Very bad behavior of the application, When you are going to High value game. Application disappear it self. A lot of people have this issues. The Application owner set it to earn money in cheating the application user.",LABEL_0,0.802589715,13-Aug-22
Yalla Ludo - Ludo&Domino,"We have a lot of fun playing this game with our friends. No one is bothered, but there is a problem that when we delete all the people from our Facebook friend list, they would have a friend show on Yalla Ludo. Yes, Facebook friends are not deleted. Even after deleting from Facebook, this is just a small problem for us. Please solve it. I have also given feedback from the application many times.",LABEL_2,0.54208231,24-Jun-22
Yalla Ludo - Ludo&Domino,Worst game I have ever play... I'm continually losing game just because my opponents are of high ranks & they are rolling six in every turn.... 100% fixed game system choose who's going to win the game every time....i advice everyone to not install this fraud game... I want to give you 0 star but unfortunately there is no option for it... Going to uninstall,LABEL_0,0.970257759,17-Aug-23
Yalla Ludo - Ludo&Domino,"Play for fun. If you don't want to lose interest then, Don't go for high bets, it is for those who spend money and gems, they undo it until the required number. What is the use of game then? Leaderboard is full of money spenders, no place for normal players. My old review(similar) was deleted by some developer team, it seems. Thanks.",LABEL_0,0.523621917,1-Jun-20
Yalla Ludo - Ludo&Domino,"The owner of this game app, only working on upgrading and modifing functions of this game but not working in the game we played, too much rubish game i played almost 30 games from last two days but i lose 28 of 30. Its very poor game and wastage of time without having any win. Technical staff should require to work on the game, not function chats room and display of the app. Thanks",LABEL_0,0.9094823,27-Apr-21
Yalla Ludo - Ludo&Domino,"It's a totally worthless game, not worth wasting your time at all, no luck no skills nothing required, it has planned moves just to make it interesting, as soon as the person crosses u, u get that number instantly, not ones not twice, played it around 25-30, everytime during the game this hell happens, I don't how it got that rating or i think users are not recognising this fault or their planned software.",LABEL_0,0.942777634,22-Apr-20
Yalla Ludo - Ludo&Domino,"Thank you for your email and your response. But i said to you there isn't this problem before the last update, so if i was missed the network the auto plays behalf of me,  but now never even i miss the net for 50 seconds shows message ""the game is finished "" despite i can hear the voices of others in the game continuing playing. Please improve the process of the game and make the automatic playing even the net is missing which make the game more fair and more perfect.",LABEL_2,0.636159301,16-Jun-20
Yalla Ludo - Ludo&Domino,"The rules doesn't make any kind of sense.Where the hell did the rocket came from and what's the point of 3 sixes form arrow to arrow move and why do the game lets the player to roll the dice every time when they use arrow,cut pieces or withdraw one.A single player can play the game if his luck shines.You don't even need a brain to play it .Zero productivity and 100%time destruction.",LABEL_0,0.856380641,15-Jul-23
Yalla Ludo - Ludo&Domino,"I strongly advise everyone to immediately uninstall this app as it is undeniably one of the worst applications available. The numerous flaws and drawbacks it possesses make it highly unsuitable for any user. From my personal experience and extensive research, it has become evident that this app fails to meet even the most basic expectations and requirements. Firstly, the user interface is incredibly confusing and unintuitive. Navigating through the app is a frustrating and time-consuming task,",LABEL_0,0.976092458,8-Dec-23
Yalla Ludo - Ludo&Domino,"gameplay is always fixed because at first it looks random but when you start playing a lot you get to know that everything is fixed and the game favours a single player, its like that player will all the correct numbers on the dice and the most sixes and sometimes that player will be me sometimes another person but it does not have the genuine ludo pleasure and whats the fun if the winner is already decided before the game starts",LABEL_1,0.457130015,26-Apr-20
Yalla Ludo - Ludo&Domino,There is a flaw in the game In masters mode we have to cut one token But if other person cut first and all his 4 tokens are inside his home zone the other person can never win the game The game should be halted at that particular point. As it's waste of time for person 2 as he cannot win the game But for the first time he has to waste time because person thinks he can enter now without killing,LABEL_0,0.908305943,29-Jul-20
Yalla Ludo - Ludo&Domino,Although good game but i have been facing some problems there is one bug for my device. My device is Samsung galaxy tab a 7.0 and i am unable to upload my custom profile photo. Whevever i try and click on right button on upper right corner as a final step it takes me back to image selection screen again i tried it with different device then this time it worked Please work on this glitch..,LABEL_0,0.641620636,15-May-21
Yalla Ludo - Ludo&Domino,It was very interesting to use before but nowadays it become hang when I enter someone room or other place in ludo. Cannnot reply chat and become very slow. Plz solve the problem.My problem is not solved been yet. I am going to uninstall the app. So bad experience with the app. Its hanging over and over. Difficult to use due to this problem. The team is completely failed to solve this problem. Now this aap is burden on the phone. Again saying that so bad and dirty experience. Its unable to use.,LABEL_0,0.937675714,3-Oct-23
Yalla Ludo - Ludo&Domino,Virus Virus Virus Virus Virus I think there is some kinda virus in this app now. Earlier it was good There is some isssue wjth the app Its slowing down the phone Also apps are floating and the screen is full of add even while on another app Uninstalling the app.. Yes You will not be sure and thats good But i was playing yalla Ludo for your info And yes it has got virus which is slowing down the phone....,LABEL_1,0.428412199,16-Jun-20
Yalla Ludo - Ludo&Domino,"I am very disappointed. Whenever I am trying to play, it comes reconnecting and my gold is lost. I am not able to play at all. I tried giving feedback they said it's you network issue. I don't think so. I am using two networks and both are having the same issue. I am able to play many other games. Very much dissatisfied.",LABEL_0,0.950044811,17-Jun-20
Yalla Ludo - Ludo&Domino,"This game is unfair, so it is next to a player and all his movements are according to what is required, while the other is incorrect. I lost a lot of games due to the lack of justice and the percentage of luck is not balanced, but rather tends to one player without the other clearly and annoyingly, and because of it I deleted the application and it was a miserable and bad experience",LABEL_0,0.967092097,15-Aug-22
Yalla Ludo - Ludo&Domino,The rules of ludo game needs to be modified as the the option of undo is totally unfair in gameplay . It may be finished immediately . Secondly in tournaments the winner of final gets a lot of coins but for runner up there is nothing . It is totally unfair and disgusting . Both of these decreases the charm of the game . Lastly the graphics of the domino gameplay needs to be improved a lot . Having above drawbacks deserves only 2 stars . 1 person found this helpful,LABEL_0,0.815083265,3-Aug-22
Yalla Ludo - Ludo&Domino,Someone added me as a friend and invited me to a partner game. I had no idea that it was a one million coins game. That profile left the game after 5 minutes of play time and I lost because of it. Losing 1 million coins I gained over 2 years. The devs clearly have to cross check. Utter disappointment.,LABEL_0,0.844891727,11-Jul-22
Yalla Ludo - Ludo&Domino,This game is full of manipulations. Better not to download it. rarely u will get a chance of killing your opponent. Everytime they will get a chance of killing you. If your opponent rolled a die for 2 and he will get a chance of moving his pawn for 6 & 2. This is just an example. I faced lot of issues when playing this game. I passed my feedback to the team.,LABEL_0,0.835024595,27-May-20
Yalla Ludo - Ludo&Domino,Very worst game i have ever seen. You don't need to use your brain in Ludo and in Domino as well. I give zero star The total game is fixed. and it doesn't make any sense. Why someone is losing the game randomly??? Even the use of diamonds can't do anything if it is fixed that u will lose. Just hate it. Recommended to all users to uninstall it. Just waste of time.. this is not randomly distributed. totally rubbish. this is just fixed game. which yalla official fix it from the very lost game????,LABEL_0,0.967096984,14-Nov-23
Yalla Ludo - Ludo&Domino,"Even if you play well, you can't win, the person who has a higher level, they get a perfect move as well as they achieve six. And newbies get 1 or 2. If someone with a higher level is in front of you, there is no way you can cut his token. Very poor algorithm.",LABEL_0,0.534282804,3-Feb-23
Yalla Ludo - Ludo&Domino,"Totally one sided game. I think the winner is choosen by the game in the start because he got sixer on every turn and others get a single sixer after so many times and if by chance they somehow try to reach all their tokens, one of the token will stuck at 1 and the 1 will not come untill the winner wins which is customized by the game. Also the undo option is totally unfair because those who have diamonds can get the number they want and others can't. Very bad experience.??",LABEL_0,0.799766064,6-Apr-23
